일자,시간,시가,고가,저가,종가,5,20,60,120,BB_상한선,BB_중심선,BB_하한선,거래량,OBV+Slow%K,OBV+Slow%D,RSI,Signal,RSI+MACD,Signal
2018-07-10,9:30,"2,299.48","2,300.73","2,299.48","2,300.18","2,300.90","2,293.62","2,289.19","2,286.40","2,299.16","2,289.26","2,279.35","3,523,000",33.43%,40.03%,74.26%,76.22%,8.02%,7.98%
2018-07-10,9:27,"2,301.04","2,301.04","2,299.11","2,299.35","2,300.90","2,292.96","2,289.02","2,286.15","2,298.65","2,289.09","2,279.52","4,387,000",31.81%,46.64%,74.01%,77.00%,8.58%,7.97%
2018-07-10,9:24,"2,302.65","2,303.89","2,300.93","2,300.93","2,301.07","2,292.32","2,288.87","2,285.91","2,298.17","2,288.93","2,279.69","5,661,000",58.30%,61.46%,76.74%,78.20%,9.18%,7.82%
2018-07-10,9:21,"2,300.62","2,303.14","2,300.15","2,303.14","2,300.97","2,291.62","2,288.70","2,285.66","2,297.46","2,288.73","2,280.00","5,073,000",69.94%,64.63%,85.90%,78.78%,9.55%,7.48%
2018-07-10,9:18,"2,300.84","2,303.36","2,300.48","2,300.89","2,300.19","2,290.65","2,288.49","2,285.41","2,296.71","2,288.55","2,280.38","5,539,000",49.81%,59.32%,80.81%,75.93%,8.94%,6.97%
2018-07-10,9:15,"2,299.35","2,300.79","2,298.94","2,300.19","2,299.75","2,289.69","2,288.33","2,285.17","2,295.99","2,288.38","2,280.77","4,952,000",52.61%,68.83%,80.97%,73.99%,8.55%,6.47%
2018-07-10,9:12,"2,299.97","2,303.45","2,299.76","2,300.21","2,296.88","2,288.89","2,288.18","2,284.94","2,295.41","2,288.25","2,281.08","6,830,000",84.35%,85.04%,74.80%,71.19%,7.92%,5.96%
2018-07-10,9:09,"2,299.37","2,301.57","2,299.18","2,300.42","2,294.53","2,288.05","2,288.08","2,284.71","2,294.75","2,288.12","2,281.50","6,880,000",93.12%,85.72%,75.94%,69.75%,7.62%,5.46%
2018-07-10,9:06,"2,298.68","2,299.82","2,298.34","2,299.24","2,292.15","2,287.27","2,287.95","2,284.49","2,294.04","2,287.99","2,281.93","8,010,000",86.25%,78.32%,73.80%,67.27%,7.02%,4.93%
2018-07-10,9:03,"2,299.09","2,300.57","2,298.71","2,298.71","2,290.00","2,286.58","2,287.81","2,284.29","2,293.40","2,287.87","2,282.33","13,084,000",72.50%,70.40%,76.12%,64.66%,6.36%,4.40%
2018-07-09,15:30,"2,288.50","2,288.95","2,285.63","2,285.80","2,287.76","2,285.84","2,287.70","2,284.10","2,292.60","2,287.72","2,282.84","13,484,000",47.97%,68.29%,61.43%,60.07%,5.19%,3.91%
2018-07-09,15:27,"2,288.50","2,288.50","2,288.50","2,288.50","2,287.99","2,285.78","2,287.73","2,284.01","2,292.61","2,287.73","2,282.85",0,95.93%,88.62%,62.56%,59.53%,5.12%,3.59%
2018-07-09,15:24,"2,288.50","2,288.50","2,288.50","2,288.50","2,287.81","2,285.58","2,287.71","2,283.93","2,292.58","2,287.70","2,282.83",0,91.86%,81.32%,64.05%,58.32%,4.84%,3.21%
2018-07-09,15:21,"2,287.18","2,288.77","2,287.18","2,288.50","2,287.08","2,285.37","2,287.68","2,283.87","2,292.55","2,287.68","2,282.80","3,037,000",83.72%,70.77%,59.06%,56.02%,4.27%,2.80%
2018-07-09,15:18,"2,285.80","2,287.91","2,285.80","2,287.51","2,286.56","2,285.21","2,287.64","2,283.79","2,292.53","2,287.65","2,282.77","3,312,000",67.44%,57.83%,55.64%,54.80%,3.97%,2.44%
2018-07-09,15:15,"2,287.31","2,287.77","2,286.36","2,286.93","2,286.07","2,285.07","2,287.64","2,283.70","2,292.54","2,287.66","2,282.78","3,247,000",34.89%,48.21%,57.70%,54.47%,3.89%,2.05%
2018-07-09,15:12,"2,285.78","2,287.85","2,284.88","2,287.59","2,286.09","2,285.00","2,287.65","2,283.62","2,292.55","2,287.67","2,282.80","2,933,000",69.77%,61.53%,57.30%,53.18%,3.52%,1.59%
2018-07-09,15:09,"2,285.76","2,286.27","2,284.51","2,284.86","2,285.87","2,284.90","2,287.66","2,283.53","2,292.56","2,287.69","2,282.82","2,608,000",39.55%,53.29%,51.11%,51.53%,3.04%,1.11%
2018-07-09,15:06,"2,285.90","2,286.51","2,284.93","2,285.93","2,286.26","2,284.89","2,287.70","2,283.49","2,292.56","2,287.72","2,282.88","2,760,000",73.59%,67.03%,54.45%,51.70%,3.01%,0.63%
2018-07-09,15:03,"2,286.69","2,286.76","2,284.62","2,285.02","2,285.83","2,284.75","2,287.70","2,283.39","2,292.56","2,287.72","2,282.89","2,762,000",47.25%,60.47%,49.57%,50.60%,2.58%,0.03%
2018-07-09,15:00,"2,286.79","2,287.81","2,285.92","2,287.06","2,285.18","2,284.65","2,287.72","2,283.35","2,292.55","2,287.74","2,282.93","2,552,000",83.89%,73.69%,57.95%,51.02%,2.50%,-0.61%
2018-07-09,14:57,"2,286.61","2,287.67","2,285.96","2,286.47","2,284.59","2,284.68","2,287.69","2,283.23","2,292.57","2,287.70","2,282.83","2,317,000",67.78%,63.48%,52.90%,48.24%,1.51%,-1.38%
2018-07-09,14:54,"2,283.30","2,286.83","2,283.30","2,286.83","2,283.98","2,284.72","2,287.66","2,283.15","2,292.58","2,287.67","2,282.75","2,855,000",76.94%,59.18%,54.26%,46.38%,0.74%,-2.11%
2018-07-09,14:51,"2,282.34","2,285.07","2,281.82","2,283.77","2,283.60","2,284.81","2,287.63","2,283.06","2,292.59","2,287.65","2,282.72","2,745,000",53.88%,41.42%,46.28%,43.23%,-0.40%,-2.82%
2018-07-09,14:48,"2,284.06","2,284.74","2,281.75","2,281.75","2,283.92","2,285.05","2,287.66","2,283.00","2,292.55","2,287.68","2,282.81","3,102,000",19.26%,28.96%,44.86%,42.01%,-1.04%,-3.42%
2018-07-09,14:45,"2,282.67","2,285.24","2,281.95","2,284.13","2,284.34","2,285.48","2,287.74","2,282.97","2,292.48","2,287.74","2,282.99","2,828,000",38.53%,38.65%,55.04%,40.87%,-1.69%,-4.01%
2018-07-09,14:42,"2,284.61","2,284.61","2,282.56","2,283.41","2,284.44","2,285.77","2,287.77","2,282.92","2,292.45","2,287.78","2,283.11","2,440,000",20.20%,38.78%,34.47%,35.20%,-3.53%,-4.60%
2018-07-09,14:39,"2,285.06","2,285.06","2,283.44","2,284.94","2,284.65","2,286.11","2,287.81","2,282.91","2,292.41","2,287.81","2,283.20","2,534,000",40.39%,57.36%,41.43%,35.50%,-3.74%,-4.86%
2018-07-09,14:36,"2,283.84","2,286.06","2,283.69","2,285.36","2,284.56","2,286.33","2,287.79","2,282.88","2,292.42","2,287.80","2,283.18","2,273,000",80.79%,74.33%,37.89%,33.13%,-4.65%,-5.14%
2018-07-09,14:33,"2,284.14","2,285.33","2,283.75","2,283.85","2,284.52","2,286.50","2,287.78","2,282.84","2,292.41","2,287.81","2,283.20","2,328,000",62.93%,67.87%,31.03%,31.22%,-5.40%,-5.26%
2018-07-09,14:30,"2,284.49","2,285.96","2,284.49","2,284.65","2,284.69","2,286.81","2,287.82","2,282.79","2,292.39","2,287.84","2,283.29","2,068,000",83.28%,72.81%,29.21%,31.29%,-5.57%,-5.23%
2018-07-09,14:27,"2,284.25","2,286.88","2,284.25","2,284.47","2,284.88","2,287.09","2,287.85","2,282.71","2,292.38","2,287.86","2,283.34","1,986,000",66.56%,62.34%,29.00%,32.13%,-5.52%,-5.15%
2018-07-09,14:24,"2,284.50","2,286.22","2,283.78","2,284.46","2,285.10","2,287.31","2,287.86","2,282.64","2,292.38","2,287.85","2,283.32","1,928,000",41.60%,58.12%,28.73%,33.38%,-5.36%,-5.05%
2018-07-09,14:21,"2,284.94","2,286.24","2,284.35","2,285.16","2,285.15","2,287.48","2,287.86","2,282.56","2,292.38","2,287.86","2,283.34","1,732,000",83.21%,74.65%,34.78%,35.24%,-5.04%,-4.98%
2018-07-09,14:18,"2,285.91","2,286.00","2,284.48","2,284.72","2,284.72","2,287.62","2,287.87","2,282.46","2,292.37","2,287.88","2,283.39","1,974,000",72.59%,66.09%,34.88%,35.42%,-5.18%,-4.96%
2018-07-09,14:15,"2,285.57","2,286.00","2,284.81","2,285.60","2,284.40","2,287.84","2,287.91","2,282.39","2,292.35","2,287.90","2,283.45","1,942,000",76.91%,59.58%,34.35%,35.63%,-5.30%,-4.91%
2018-07-09,14:12,"2,283.95","2,285.85","2,283.83","2,285.58","2,284.82","2,288.06","2,287.93","2,282.31","2,292.35","2,287.92","2,283.50","1,971,000",53.82%,42.24%,33.24%,36.15%,-5.32%,-4.81%
2018-07-09,14:09,"2,282.51","2,285.27","2,282.51","2,284.70","2,285.13","2,288.26","2,287.94","2,282.22","2,292.34","2,287.94","2,283.53","2,310,000",29.59%,30.66%,36.29%,37.31%,-5.15%,-4.68%
2018-07-09,14:06,"2,282.67","2,283.91","2,281.25","2,283.00","2,285.94","2,288.58","2,287.96","2,282.13","2,292.30","2,287.97","2,283.64","2,654,000",17.07%,31.73%,32.57%,37.71%,-5.17%,-4.57%
2018-07-09,14:03,"2,286.43","2,286.43","2,283.13","2,283.13","2,287.06","2,289.00","2,288.02","2,282.07","2,292.20","2,288.03","2,283.86","2,831,000",34.14%,46.39%,32.44%,39.77%,-4.74%,-4.42%
2018-07-09,14:00,"2,286.61","2,288.31","2,286.15","2,287.68","2,288.47","2,289.31","2,288.06","2,282.01","2,292.18","2,288.04","2,283.90","2,352,000",68.28%,58.63%,43.25%,42.70%,-4.11%,-4.34%
2018-07-09,13:57,"2,288.66","2,288.71","2,286.07","2,287.13","2,288.95","2,289.42","2,288.03","2,281.89","2,292.19","2,288.01","2,283.83","2,297,000",36.56%,48.99%,37.01%,42.49%,-4.35%,-4.39%
2018-07-09,13:54,"2,289.43","2,289.82","2,288.13","2,288.74","2,289.56","2,289.59","2,287.98","2,281.76","2,292.22","2,287.96","2,283.70","2,117,000",70.20%,61.42%,45.54%,44.68%,-3.95%,-4.41%
2018-07-09,13:51,"2,289.68","2,290.95","2,288.62","2,288.62","2,289.67","2,289.67","2,287.90","2,281.58","2,292.25","2,287.87","2,283.49","2,041,000",42.34%,52.64%,38.61%,44.33%,-4.26%,-4.52%
2018-07-09,13:48,"2,290.24","2,290.69","2,289.52","2,290.20","2,289.71","2,289.77","2,287.80","2,281.37","2,292.29","2,287.76","2,283.22","2,290,000",74.37%,62.94%,43.93%,46.62%,-3.88%,-4.59%
2018-07-09,13:45,"2,290.89","2,291.03","2,289.51","2,290.06","2,289.65","2,289.83","2,287.67","2,281.16","2,292.38","2,287.60","2,282.81","2,413,000",51.91%,51.50%,53.42%,47.70%,-3.88%,-4.76%
2018-07-09,13:42,"2,289.79","2,290.16","2,288.72","2,290.16","2,289.71","2,289.89","2,287.47","2,280.94","2,292.66","2,287.39","2,282.12","1,873,000",66.15%,51.09%,50.90%,45.41%,-4.80%,-4.98%
2018-07-09,13:39,"2,288.72","2,289.82","2,287.42","2,289.29","2,289.43","2,290.07","2,287.26","2,280.73","2,292.89","2,287.19","2,281.48","1,999,000",37.28%,36.03%,45.36%,43.22%,-5.64%,-5.03%
2018-07-09,13:36,"2,289.24","2,290.25","2,288.57","2,288.83","2,289.15","2,290.24","2,287.08","2,280.51","2,293.08","2,287.01","2,280.93","2,065,000",25.50%,34.78%,42.89%,42.36%,-6.07%,-4.87%
2018-07-09,13:33,"2,290.10","2,290.45","2,289.50","2,289.92","2,289.01","2,290.36","2,286.86","2,280.28","2,293.29","2,286.80","2,280.31","2,010,000",51.01%,44.05%,46.72%,42.14%,-6.28%,-4.57%
2018-07-09,13:30,"2,288.74","2,290.34","2,288.15","2,290.34","2,288.84","2,290.45","2,286.62","2,280.02","2,293.57","2,286.54","2,279.52","1,895,000",59.89%,37.10%,45.60%,40.31%,-6.84%,-4.15%
2018-07-09,13:27,"2,287.93","2,289.48","2,287.85","2,288.78","2,288.77","2,290.33","2,286.34","2,279.75","2,293.91","2,286.27","2,278.62","1,578,000",19.78%,14.31%,36.21%,38.20%,-7.35%,-3.47%
2018-07-09,13:24,"2,288.00","2,288.92","2,287.90","2,287.90","2,288.93","2,290.24","2,286.07","2,279.51","2,294.22","2,286.00","2,277.78","1,554,000",4.48%,8.84%,22.94%,38.99%,-6.93%,-2.51%
2018-07-09,13:21,"2,289.25","2,289.25","2,287.74","2,288.09","2,289.58","2,290.19","2,285.82","2,279.27","2,294.52","2,285.74","2,276.95","1,615,000",8.95%,13.20%,29.65%,45.42%,-4.95%,-1.40%
2018-07-09,13:18,"2,288.65","2,289.86","2,288.64","2,289.11","2,290.24","2,290.10","2,285.55","2,279.01","2,294.76","2,285.47","2,276.17","1,330,000",17.91%,17.44%,41.59%,51.72%,-3.03%,-0.51%
2018-07-09,13:15,"2,289.97","2,290.51","2,289.69","2,289.96","2,290.27","2,290.01","2,285.28","2,278.76","2,294.89","2,285.20","2,275.50","1,607,000",27.16%,16.96%,42.46%,55.78%,-1.75%,0.12%
2018-07-09,13:12,"2,290.73","2,290.97","2,289.60","2,289.60","2,290.26","2,289.87","2,284.97","2,278.50","2,295.01","2,284.89","2,274.76","1,940,000",4.06%,6.77%,55.51%,61.10%,-0.18%,0.58%
2018-07-09,13:09,"2,291.08","2,291.98","2,290.50","2,291.14","2,290.42","2,289.81","2,284.66","2,278.25","2,295.12","2,284.57","2,274.02","1,258,000",8.13%,9.47%,64.11%,63.34%,0.50%,0.78%
2018-07-09,13:06,"2,290.00","2,291.54","2,289.74","2,291.38","2,290.29","2,289.62","2,284.32","2,278.00","2,295.15","2,284.22","2,273.29","1,343,000",13.67%,10.82%,65.21%,63.03%,0.48%,0.84%
2018-07-09,13:03,"2,290.31","2,290.94","2,288.05","2,289.26","2,290.13","2,289.36","2,283.95","2,277.75","2,295.24","2,283.85","2,272.45","1,789,000",2.19%,7.96%,61.47%,62.16%,0.34%,0.93%
2018-07-09,13:00,"2,290.32","2,290.59","2,289.16","2,289.94","2,290.54","2,289.21","2,283.61","2,277.52","2,295.31","2,283.51","2,271.71","1,493,000",4.38%,13.74%,59.57%,62.44%,0.54%,1.08%
2018-07-09,12:57,"2,290.90","2,291.03","2,289.69","2,290.39","2,290.82","2,288.95","2,283.27","2,277.28","2,295.28","2,283.18","2,271.09","2,060,000",8.77%,23.09%,61.90%,63.58%,0.97%,1.22%
2018-07-09,12:54,"2,290.82","2,290.82","2,289.25","2,290.46","2,291.49","2,288.68","2,282.94","2,277.04","2,295.16","2,282.86","2,270.56","2,630,000",17.53%,37.42%,57.20%,64.26%,1.28%,1.28%
2018-07-09,12:51,"2,291.20","2,291.94","2,290.61","2,290.61","2,291.96","2,288.39","2,282.62","2,276.79","2,295.00","2,282.55","2,270.09","1,339,000",35.06%,57.31%,61.01%,67.08%,2.13%,1.28%
2018-07-09,12:48,"2,292.19","2,292.50","2,290.75","2,291.29","2,292.07","2,288.14","2,282.32","2,276.56","2,294.73","2,282.25","2,269.78","1,999,000",70.12%,79.56%,65.85%,69.51%,2.79%,1.07%
2018-07-09,12:45,"2,293.70","2,293.70","2,291.34","2,291.34","2,292.16","2,287.91","2,282.01","2,276.33","2,294.42","2,281.93","2,269.44","1,825,000",86.63%,89.00%,66.56%,70.97%,3.11%,0.63%
2018-07-09,12:42,"2,293.07","2,294.61","2,292.50","2,293.75","2,291.47","2,287.66","2,281.70","2,276.09","2,294.04","2,281.60","2,269.16","2,001,000",95.39%,91.37%,80.46%,72.73%,3.40%,0.02%
2018-07-09,12:39,"2,291.58","2,293.16","2,291.22","2,292.80","2,290.11","2,287.24","2,281.34","2,275.81","2,293.53","2,281.26","2,268.98","6,244,000",90.78%,87.36%,78.76%,69.63%,2.29%,-0.83%
2018-07-09,12:36,"2,291.43","2,292.68","2,291.16","2,291.16","2,288.94","2,286.80","2,281.03","2,275.49","2,293.05","2,280.96","2,268.87","1,956,000",81.55%,83.95%,76.05%,65.98%,1.03%,-1.61%
2018-07-09,12:33,"2,288.22","2,291.76","2,287.84","2,291.76","2,287.95","2,286.49","2,280.76","2,275.16","2,292.59","2,280.67","2,268.75","2,236,000",94.29%,86.34%,75.37%,61.96%,-0.32%,-2.27%
2018-07-09,12:30,"2,287.10","2,287.90","2,286.66","2,287.90","2,287.07","2,286.20","2,280.50","2,274.84","2,292.17","2,280.43","2,268.70","2,128,000",88.59%,78.38%,56.59%,56.59%,-1.98%,-2.76%
2018-07-09,12:27,"2,286.55","2,287.68","2,286.55","2,286.95","2,286.93","2,286.12","2,280.30","2,274.56","2,291.91","2,280.25","2,268.60","1,907,000",77.18%,68.17%,53.11%,56.59%,-2.15%,-2.95%
2018-07-09,12:24,"2,286.11","2,287.40","2,286.11","2,286.93","2,287.22","2,286.04","2,280.16","2,274.29","2,291.67","2,280.12","2,268.58","1,318,000",54.36%,59.17%,57.70%,57.99%,-1.98%,-3.15%
2018-07-09,12:21,"2,287.88","2,288.15","2,285.58","2,286.23","2,287.28","2,285.92","2,280.06","2,274.01","2,291.46","2,280.02","2,268.58","1,489,000",43.98%,63.97%,60.96%,58.10%,-2.20%,-3.44%
2018-07-09,12:18,"2,288.02","2,288.68","2,287.33","2,287.33","2,287.30","2,285.90","2,279.93","2,273.73","2,291.22","2,279.88","2,268.54","1,205,000",84.51%,83.96%,61.48%,56.96%,-2.79%,-3.75%
2018-07-09,12:15,"2,287.79","2,288.41","2,287.15","2,287.23","2,287.06","2,285.88","2,279.77","2,273.43","2,290.91","2,279.70","2,268.50","1,752,000",82.70%,83.42%,54.76%,55.15%,-3.55%,-4.00%
2018-07-09,12:12,"2,287.28","2,288.39","2,286.19","2,288.39","2,286.58","2,285.85","2,279.60","2,273.15","2,290.60","2,279.53","2,268.46","2,109,000",94.05%,84.14%,60.86%,55.31%,-3.78%,-4.11%
2018-07-09,12:09,"2,286.90","2,287.29","2,286.29","2,287.22","2,285.88","2,285.74","2,279.40","2,272.85","2,290.27","2,279.36","2,268.45","1,886,000",88.10%,74.23%,58.53%,53.09%,-4.64%,-4.19%
2018-07-09,12:06,"2,286.24","2,286.90","2,285.40","2,286.35","2,285.40","2,285.68","2,279.28","2,272.56","2,289.98","2,279.20","2,268.43","2,122,000",76.20%,60.36%,59.51%,50.92%,-5.44%,-4.08%
2018-07-09,12:03,"2,286.08","2,287.39","2,285.79","2,286.12","2,285.23","2,285.69","2,279.08","2,272.28","2,289.70","2,279.04","2,268.37","1,718,000",52.41%,44.52%,51.28%,47.48%,-6.48%,-3.74%
2018-07-09,12:00,"2,284.29","2,284.83","2,283.69","2,284.83","2,285.34","2,285.65","2,278.97","2,272.01","2,289.43","2,278.91","2,268.38","1,929,000",21.82%,36.63%,40.50%,45.96%,-6.87%,-3.05%
2018-07-09,11:57,"2,285.01","2,285.21","2,284.02","2,284.89","2,285.65","2,285.72","2,278.77","2,271.75","2,289.24","2,278.73","2,268.23","1,460,000",43.63%,51.44%,42.58%,48.14%,-6.17%,-2.10%
2018-07-09,11:54,"2,285.41","2,285.41","2,284.46","2,284.81","2,285.76","2,285.68","2,278.63","2,271.50","2,289.02","2,278.60","2,268.18","1,601,000",43.62%,59.25%,44.05%,50.37%,-5.40%,-1.08%
2018-07-09,11:51,"2,285.01","2,286.18","2,284.46","2,285.52","2,285.58","2,285.65","2,278.50","2,271.26","2,288.78","2,278.46","2,268.14","1,744,000",78.21%,74.88%,48.01%,52.89%,-4.50%,0.00%
2018-07-09,11:48,"2,285.83","2,286.78","2,284.86","2,286.64","2,285.45","2,285.50","2,278.35","2,270.97","2,288.51","2,278.31","2,268.11","1,245,000",84.77%,71.55%,50.23%,54.85%,-3.67%,1.12%
2018-07-09,11:45,"2,286.14","2,286.69","2,285.71","2,286.40","2,285.35","2,285.27","2,278.19","2,270.66","2,288.21","2,278.17","2,268.13","2,432,000",69.55%,58.32%,54.53%,56.70%,-2.80%,2.32%
2018-07-09,11:42,"2,283.45","2,286.19","2,283.45","2,285.42","2,285.29","2,284.85","2,278.07","2,270.34","2,287.95","2,278.07","2,268.20","2,473,000",42.02%,47.10%,46.67%,57.56%,-2.08%,3.61%
2018-07-09,11:39,"2,284.98","2,285.36","2,283.32","2,283.90","2,285.31","2,284.46","2,278.00","2,270.03","2,287.81","2,278.02","2,268.24","2,508,000",35.10%,52.18%,48.81%,61.92%,-0.33%,5.03%
2018-07-09,11:36,"2,285.72","2,286.51","2,284.59","2,284.91","2,285.42","2,284.18","2,277.98","2,269.74","2,287.71","2,277.99","2,268.26","2,545,000",70.21%,69.25%,53.72%,67.17%,1.69%,6.36%
2018-07-09,11:33,"2,286.80","2,287.01","2,285.90","2,286.12","2,285.60","2,283.74","2,277.90","2,269.44","2,287.47","2,277.89","2,268.31","1,682,000",78.95%,68.30%,65.40%,72.55%,3.75%,7.53%
2018-07-09,11:30,"2,285.13","2,287.03","2,285.01","2,286.11","2,285.77","2,283.20","2,277.76","2,269.14","2,287.11","2,277.74","2,268.36","1,933,000",57.91%,57.64%,66.83%,75.40%,5.13%,8.48%
2018-07-09,11:27,"2,285.25","2,285.53","2,283.43","2,285.53","2,285.86","2,282.56","2,277.58","2,268.86","2,286.74","2,277.56","2,268.39","2,989,000",46.46%,57.38%,74.15%,78.83%,6.67%,9.32%
2018-07-09,11:24,"2,286.87","2,286.96","2,284.42","2,284.42","2,286.00","2,281.94","2,277.42","2,268.57","2,286.44","2,277.41","2,268.38","3,073,000",50.80%,68.30%,72.80%,80.71%,7.79%,9.98%
2018-07-09,11:21,"2,286.95","2,287.62","2,285.83","2,285.83","2,286.31","2,281.34","2,277.25","2,268.29","2,286.09","2,277.22","2,268.35","4,024,000",83.13%,85.80%,76.47%,83.87%,9.25%,10.53%
2018-07-09,11:18,"2,286.69","2,286.95","2,285.75","2,286.95","2,286.46","2,280.64","2,277.06","2,268.01","2,285.65","2,277.02","2,268.40","3,866,000",94.54%,88.46%,85.60%,86.83%,10.60%,10.85%
2018-07-09,11:15,"2,286.27","2,287.81","2,285.59","2,286.59","2,286.14","2,279.94","2,276.86","2,267.73","2,285.18","2,276.84","2,268.51","4,838,000",89.08%,82.39%,86.04%,87.32%,11.24%,10.91%
2018-07-09,11:12,"2,285.51","2,286.34","2,285.12","2,286.21","2,286.06","2,279.19","2,276.70","2,267.44","2,284.68","2,276.67","2,268.66","5,529,000",78.16%,75.69%,87.33%,87.83%,11.86%,10.82%
2018-07-09,11:09,"2,286.70","2,286.70","2,285.80","2,285.97","2,285.66","2,278.43","2,276.51","2,267.16","2,284.21","2,276.48","2,268.75","1,797,000",56.33%,73.22%,87.35%,88.03%,12.33%,10.57%
2018-07-09,11:06,"2,284.63","2,287.83","2,284.63","2,286.59","2,285.28","2,277.67","2,276.31","2,266.87","2,283.69","2,276.28","2,268.88","2,313,000",90.35%,90.10%,90.86%,88.30%,12.76%,10.13%
2018-07-09,11:03,"2,285.91","2,286.08","2,283.19","2,285.33","2,284.47","2,276.80","2,276.13","2,266.58","2,283.13","2,276.11","2,269.10","2,146,000",80.70%,89.86%,90.57%,87.27%,12.76%,9.47%
2018-07-09,11:00,"2,285.07","2,286.58","2,284.17","2,286.20","2,283.81","2,275.97","2,275.97","2,266.29","2,282.66","2,275.95","2,269.23","1,727,000",99.73%,99.02%,89.28%,85.96%,12.61%,8.64%
2018-07-09,10:57,"2,283.45","2,285.31","2,283.43","2,284.19","2,282.17","2,275.14","2,275.75","2,266.00","2,282.09","2,275.73","2,269.38","1,794,000",99.45%,98.32%,88.86%,84.62%,12.36%,7.65%
2018-07-09,10:54,"2,282.59","2,284.07","2,282.36","2,284.07","2,280.87","2,274.47","2,275.54","2,265.74","2,281.66","2,275.50","2,269.34","2,078,000",98.90%,97.19%,89.22%,82.93%,11.91%,6.47%
2018-07-09,10:51,"2,281.49","2,283.32","2,281.49","2,282.54","2,279.73","2,273.81","2,275.25","2,265.48","2,281.47","2,275.20","2,268.93","2,024,000",97.81%,95.47%,88.14%,80.41%,11.12%,5.11%
2018-07-09,10:48,"2,277.91","2,282.13","2,277.81","2,282.03","2,278.45","2,273.33","2,274.94","2,265.25","2,281.42","2,274.90","2,268.38","2,615,000",95.61%,93.13%,89.08%,77.32%,10.07%,3.61%
2018-07-09,10:45,"2,277.57","2,278.06","2,276.80","2,278.02","2,277.10","2,272.86","2,274.65","2,265.01","2,281.43","2,274.63","2,267.83","2,261,000",91.23%,90.65%,85.90%,72.62%,8.48%,1.99%
2018-07-09,10:42,"2,278.06","2,278.26","2,276.87","2,277.68","2,276.15","2,272.58","2,274.42","2,264.81","2,281.58","2,274.41","2,267.23","2,184,000",82.46%,90.07%,79.96%,67.30%,6.65%,0.37%
2018-07-09,10:39,"2,276.78","2,279.49","2,276.04","2,278.38","2,275.22","2,272.31","2,274.20","2,264.61","2,281.69","2,274.18","2,266.68","2,035,000",99.34%,97.68%,77.75%,62.24%,4.82%,-1.20%
2018-07-09,10:36,"2,276.52","2,277.97","2,276.12","2,276.12","2,274.06","2,272.11","2,273.95","2,264.40","2,281.82","2,273.94","2,266.05","2,150,000",98.67%,96.01%,72.92%,56.04%,2.65%,-2.70%
2018-07-09,10:33,"2,272.80","2,275.91","2,272.80","2,275.28","2,273.20","2,272.04","2,273.70","2,264.21","2,282.11","2,273.66","2,265.22","2,159,000",97.35%,93.36%,59.11%,49.29%,0.32%,-4.04%
2018-07-09,10:30,"2,272.69","2,273.39","2,272.40","2,273.30","2,272.73","2,272.09","2,273.42","2,264.04","2,282.53","2,273.39","2,264.26","1,648,000",94.70%,89.36%,52.62%,45.36%,-1.24%,-5.13%
2018-07-09,10:27,"2,272.35","2,273.82","2,271.73","2,273.04","2,272.38","2,272.21","2,273.16","2,263.93","2,282.88","2,273.16","2,263.44","1,743,000",89.39%,84.03%,53.04%,42.46%,-2.56%,-6.10%
2018-07-09,10:24,"2,271.44","2,273.06","2,271.41","2,272.55","2,271.95","2,272.49","2,272.95","2,263.82","2,283.16","2,272.94","2,262.71","2,007,000",78.79%,78.66%,50.79%,38.22%,-4.25%,-6.98%
2018-07-09,10:21,"2,273.39","2,273.57","2,271.31","2,271.82","2,271.62","2,272.92","2,272.72","2,263.73","2,283.45","2,272.71","2,261.97","2,740,000",71.54%,78.53%,39.32%,33.20%,-6.12%,-7.67%
2018-07-09,10:18,"2,271.10","2,274.69","2,271.10","2,272.93","2,271.07","2,273.25","2,272.47","2,263.64","2,283.75","2,272.46","2,261.17","2,539,000",95.26%,85.53%,42.28%,30.75%,-7.24%,-8.05%
2018-07-09,10:15,"2,271.16","2,272.14","2,270.67","2,271.56","2,270.25","2,273.49","2,272.24","2,263.56","2,283.92","2,272.24","2,260.56","2,711,000",90.53%,75.80%,29.43%,26.14%,-8.87%,-8.26%
2018-07-09,10:12,"2,270.50","2,271.51","2,270.44","2,270.90","2,269.87","2,273.78","2,272.03","2,263.48","2,284.11","2,272.03","2,259.95","2,353,000",81.05%,61.07%,27.84%,24.82%,-9.51%,-8.10%
2018-07-09,10:09,"2,268.73","2,271.29","2,268.73","2,270.90","2,269.84","2,274.05","2,271.85","2,263.40","2,284.21","2,271.86","2,259.50","3,398,000",62.11%,41.08%,22.36%,23.62%,-10.04%,-7.75%
2018-07-09,10:06,"2,268.43","2,269.47","2,267.25","2,269.07","2,269.82","2,274.48","2,271.68","2,263.32","2,284.29","2,271.71","2,259.13","3,147,000",24.21%,20.06%,8.62%,24.12%,-10.00%,-7.18%
2018-07-09,10:03,"2,270.71","2,270.71","2,268.30","2,268.80","2,270.60","2,274.74","2,271.55","2,263.24","2,284.38","2,271.59","2,258.81","2,879,000",7.05%,15.91%,21.55%,30.32%,-8.40%,-6.47%
